"模板ID","模板名称","模板分类","导线序号","起点实例ID","起点实例显示名称","起点DefinitionName","起点terminalId","起点端子显示标签","终点实例ID","终点实例显示名称","终点DefinitionName","终点terminalId","终点端子显示标签","导线颜色","导线样式","是否为手动折线","路径点数量","所属回路类型","接线说明","数据来源"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-006","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","L2","L2","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P2_IN","进2","#1A59F2","Orthogonal","是","6","主回路（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.L2 → 空气开关3P [breaker_3p_1]（根据实例 ID 推导）.进2","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-007","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P2_OUT","出2","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L2_IN","L2","#1A59F2","Orthogonal","是","6","主回路（推导）","空气开关3P [breaker_3p_1]（根据实例 ID 推导）.出2 → 熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.L2","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-008","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L2_OUT","T2","km_1","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）","Contactor_KM_380V","L2","3/L2","#14A640","Orthogonal","是","6","主回路或供电端（推导）","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.T2 → 交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）.3/L2","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-009","km_1","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）","Contactor_KM_380V","T2","4/T2","fr_1","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）","ThermalRelay_FR_380V","L2","L2","#14A640","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）.4/T2 → 热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）.L2","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-010","fr_1","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）","ThermalRelay_FR_380V","T2","T2","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","V","V","#14A640","Orthogonal","是","6","主回路或供电端（推导）","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）.T2 → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.V","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-011","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","L3","L3","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P3_IN","进3","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.L3 → 空气开关3P [breaker_3p_1]（根据实例 ID 推导）.进3","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-012","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P3_OUT","出3","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L3_IN","L3","#F2C71F","Orthogonal","是","6","主回路或供电端（推导）","空气开关3P [breaker_3p_1]（根据实例 ID 推导）.出3 → 熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.L3","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-013","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L3_OUT","T3","km_1","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）","Contactor_KM_380V","L3","5/L3","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.T3 → 交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）.5/L3","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-014","km_1","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）","Contactor_KM_380V","T3","6/T3","fr_1","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）","ThermalRelay_FR_380V","L3","L3","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）.6/T3 → 热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）.L3","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-015","fr_1","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）","ThermalRelay_FR_380V","T3","T3","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","W","W","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）.T3 → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.W","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-016","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","PE","PE","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","PE","PE","#14A640","Orthogonal","是","6","测量端子（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.PE → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.PE","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-017","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","L1","L1","stop_1","停止按钮(NC) [stop_1]（根据实例 ID 推导）","Button_Stop_NC","11","11","#E74C3C","Orthogonal","是","6","主回路或供电端（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.L1 → 停止按钮(NC) [stop_1]（根据实例 ID 推导）.11","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-018","stop_1","停止按钮(NC) [stop_1]（根据实例 ID 推导）","Button_Stop_NC","12","12","fr_1","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）","ThermalRelay_FR_380V","95","95","#E74C3C","Orthogonal","是","6","主回路或供电端（推导）","停止按钮(NC) [stop_1]（根据实例 ID 推导）.12 → 热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）.95","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-019","fr_1","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）","ThermalRelay_FR_380V","96","96","start_1","启动按钮(NO) [start_1]（根据实例 ID 推导）","Button_Start_NO","23","23","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）.96 → 启动按钮(NO) [start_1]（根据实例 ID 推导）.23","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-020","start_1","启动按钮(NO) [start_1]（根据实例 ID 推导）","Button_Start_NO","24","24","km_1","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）","Contactor_KM_380V","A1","A1","#E74C3C","Orthogonal","是","6","控制回路（推导）","启动按钮(NO) [start_1]（根据实例 ID 推导）.24 → 交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）.A1","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-021","km_1","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）","Contactor_KM_380V","A2","A2","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","L2","L2","#1A59F2","Orthogonal","是","6","控制回路（推导）","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）.A2 → 三相交流电源 [power_3p_1]（根据实例 ID 推导）.L2","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-022","fr_1","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）","ThermalRelay_FR_380V","96","96","km_1","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）","Contactor_KM_380V","13","13","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","热继电器(FR) (380V) [fr_1]（根据实例 ID 推导）.96 → 交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）.13","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","W-023","km_1","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）","Contactor_KM_380V","14","14","start_1","启动按钮(NO) [start_1]（根据实例 ID 推导）","Button_Start_NO","24","24","#14A640","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_1]（根据实例 ID 推导）.14 → 启动按钮(NO) [start_1]（根据实例 ID 推导）.24","模板 JSON：Blueprints/Templates/motor_thermal_protection_template"
"single_lamp_template","单开单控照明电路","家庭电路","W-001","power_1","220V电源 [power_1]（根据实例 ID 推导）","AC_220V_Power","L","L","switch_1","单开单控开关 [switch_1]（根据实例 ID 推导）","Single_Control_Switch","L","L","#F21F1F","Orthogonal","否","0","主回路或供电端（推导）","220V电源 [power_1]（根据实例 ID 推导）.L → 单开单控开关 [switch_1]（根据实例 ID 推导）.L","模板 JSON：Blueprints/Templates/single_lamp_template"
"single_lamp_template","单开单控照明电路","家庭电路","W-002","switch_1","单开单控开关 [switch_1]（根据实例 ID 推导）","Single_Control_Switch","L1","L1","lamp_1","电灯泡(220V) [lamp_1]（根据实例 ID 推导）","Lamp_220V","L","L","#F21F1F","Orthogonal","否","0","主回路或供电端（推导）","单开单控开关 [switch_1]（根据实例 ID 推导）.L1 → 电灯泡(220V) [lamp_1]（根据实例 ID 推导）.L","模板 JSON：Blueprints/Templates/single_lamp_template"
"single_lamp_template","单开单控照明电路","家庭电路","W-003","power_1","220V电源 [power_1]（根据实例 ID 推导）","AC_220V_Power","N","N","lamp_1","电灯泡(220V) [lamp_1]（根据实例 ID 推导）","Lamp_220V","N","N","#1A59F2","Orthogonal","是","6","未自动判定","220V电源 [power_1]（根据实例 ID 推导）.N → 电灯泡(220V) [lamp_1]（根据实例 ID 推导）.N","模板 JSON：Blueprints/Templates/single_lamp_template"
"two_switch_two_lamp","双开分别控制双灯电路","家庭电路","W-001","power_1","220V电源 [power_1]（根据实例 ID 推导）","AC_220V_Power","L","L","breaker_1","空气开关2P [breaker_1]（根据实例 ID 推导）","Breaker_2P","P1_IN","进1","#F21F1F","","否","0","主回路或供电端（推导）","220V电源 [power_1]（根据实例 ID 推导）.L → 空气开关2P [breaker_1]（根据实例 ID 推导）.进1","模板 JSON：Blueprints/Templates/two_switch_two_lamp_template"
"two_switch_two_lamp","双开分别控制双灯电路","家庭电路","W-002","power_1","220V电源 [power_1]（根据实例 ID 推导）","AC_220V_Power","N","N","breaker_1","空气开关2P [breaker_1]（根据实例 ID 推导）","Breaker_2P","P2_IN","进2","#1A59F2","","是","6","测量回路（推导）","220V电源 [power_1]（根据实例 ID 推导）.N → 空气开关2P [breaker_1]（根据实例 ID 推导）.进2","模板 JSON：Blueprints/Templates/two_switch_two_lamp_template"
"two_switch_two_lamp","双开分别控制双灯电路","家庭电路","W-003","breaker_1","空气开关2P [breaker_1]（根据实例 ID 推导）","Breaker_2P","P1_OUT","出1","switch_1","单开单控开关 [switch_1]（根据实例 ID 推导）","Single_Control_Switch","L","L","#F21F1F","","否","0","主回路或供电端（推导）","空气开关2P [breaker_1]（根据实例 ID 推导）.出1 → 单开单控开关 [switch_1]（根据实例 ID 推导）.L","模板 JSON：Blueprints/Templates/two_switch_two_lamp_template"
"two_switch_two_lamp","双开分别控制双灯电路","家庭电路","W-004","breaker_1","空气开关2P [breaker_1]（根据实例 ID 推导）","Breaker_2P","P1_OUT","出1","switch_2","单开单控开关 [switch_2]（根据实例 ID 推导）","Single_Control_Switch","L","L","#F21F1F","","是","6","主回路或供电端（推导）","空气开关2P [breaker_1]（根据实例 ID 推导）.出1 → 单开单控开关 [switch_2]（根据实例 ID 推导）.L","模板 JSON：Blueprints/Templates/two_switch_two_lamp_template"
"two_switch_two_lamp","双开分别控制双灯电路","家庭电路","W-005","switch_1","单开单控开关 [switch_1]（根据实例 ID 推导）","Single_Control_Switch","L1","L1","lamp_1","电灯泡(220V) [lamp_1]（根据实例 ID 推导）","Lamp_220V","L","L","#F21F1F","","否","0","主回路或供电端（推导）","单开单控开关 [switch_1]（根据实例 ID 推导）.L1 → 电灯泡(220V) [lamp_1]（根据实例 ID 推导）.L","模板 JSON：Blueprints/Templates/two_switch_two_lamp_template"
"two_switch_two_lamp","双开分别控制双灯电路","家庭电路","W-006","switch_2","单开单控开关 [switch_2]（根据实例 ID 推导）","Single_Control_Switch","L1","L1","lamp_2","电灯泡(220V) [lamp_2]（根据实例 ID 推导）","Lamp_220V","L","L","#F21F1F","","是","6","主回路或供电端（推导）","单开单控开关 [switch_2]（根据实例 ID 推导）.L1 → 电灯泡(220V) [lamp_2]（根据实例 ID 推导）.L","模板 JSON：Blueprints/Templates/two_switch_two_lamp_template"
"two_switch_two_lamp","双开分别控制双灯电路","家庭电路","W-007","breaker_1","空气开关2P [breaker_1]（根据实例 ID 推导）","Breaker_2P","P2_OUT","出2","lamp_1","电灯泡(220V) [lamp_1]（根据实例 ID 推导）","Lamp_220V","N","N","#1A59F2","","是","6","测量回路（推导）","空气开关2P [breaker_1]（根据实例 ID 推导）.出2 → 电灯泡(220V) [lamp_1]（根据实例 ID 推导）.N","模板 JSON：Blueprints/Templates/two_switch_two_lamp_template"
"two_switch_two_lamp","双开分别控制双灯电路","家庭电路","W-008","breaker_1","空气开关2P [breaker_1]（根据实例 ID 推导）","Breaker_2P","P2_OUT","出2","lamp_2","电灯泡(220V) [lamp_2]（根据实例 ID 推导）","Lamp_220V","N","N","#1A59F2","","是","6","测量回路（推导）","空气开关2P [breaker_1]（根据实例 ID 推导）.出2 → 电灯泡(220V) [lamp_2]（根据实例 ID 推导）.N","模板 JSON：Blueprints/Templates/two_switch_two_lamp_template"
